GameDate,HomeTeamName,HomeTeamScore,AwayTeamName,AwayTeamScore
2/22/2014,Northwestern,56,Indiana,61
2/22/2014,Ohio State,64,Minnesota,46
2/22/2014,Oklahoma,86,Kansas State,73
2/22/2014,Oklahoma State,84,Texas Tech,62
2/22/2014,Old Dominion,66,Louisiana Tech,71
2/22/2014,Oregon State,62,Washington,86
2/22/2014,Penn,74,Dartmouth,65
2/22/2014,Presbyterian,47,Charleston Southern,86
2/22/2014,Princeton,47,Harvard,59
2/22/2014,Richmond,62,La Salle,49
2/22/2014,Robert Morris,71,St. Francis (NY),70
2/22/2014,Sacramento State,79,Northern Colorado,58
2/22/2014,Saint Francis (PA),83,LIU-Brooklyn,64
2/22/2014,St. Joseph's,87,Fordham,72
2/22/2014,Saint Louis,66,George Washington,59
2/22/2014,San Diego,69,Gonzaga,66
2/22/2014,San Francisco,64,Pacific,59
2/22/2014,Santa Clara,54,Saint Mary's,76
2/22/2014,South Alabama,86,Troy,78
2/22/2014,South Carolina,56,Georgia,73
2/22/2014,South Carolina State,65,Savannah State,75
2/22/2014,South Dakota,64,Western Illinois,54
2/22/2014,Southern Miss,77,UTEP,68
2/22/2014,Southern Utah,74,Eastern Washington,85
2/22/2014,St. Bonaventure,78,Rhode Island,87
2/22/2014,Stanford,83,UCLA,74
2/22/2014,Stephen F. Austin,70,Northwestern State,68
2/22/2014,UT-Martin,74,Southeast Missouri State,77
2/22/2014,Tennessee Tech,69,Jacksonville State,57
2/22/2014,Texas A&M,68,Tennessee,65
2/22/2014,TCU,60,Iowa State,71
2/22/2014,Tulane,68,UTSA,56
2/22/2014,Utah State,76,Fresno State,79
2/22/2014,Valparaiso,68,Youngstown State,66
2/22/2014,Villanova,57,St. John's (NY),54
2/22/2014,Virginia,70,Notre Dame,49
2/22/2014,VMI,88,Radford,76
2/22/2014,Virginia Tech,64,NC State,71
2/22/2014,Wagner,71,Mount St. Mary's,66
2/22/2014,West Virginia,75,Baylor,88
2/22/2014,Western Carolina,70,Citadel,52
2/22/2014,Western Kentucky,72,Louisiana-Monroe,63
2/22/2014,Wichita State,83,Drake,54
2/22/2014,William & Mary,81,Northeastern,67
2/23/2014,Boston University,53,Bucknell,63
2/23/2014,Butler,81,Providence,87
2/23/2014,California,77,USC,64
2/23/2014,Central Michigan,70,Northern Illinois,67
2/23/2014,Columbia,62,Yale,46
2/23/2014,UConn,55,SMU,64
2/23/2014,Creighton,72,Seton Hall,71
2/23/2014,Delaware,65,Drexel,69
2/23/2014,Florida Gulf Coast,78,Kennesaw State,68
2/23/2014,Holy Cross,74,Navy,57
2/23/2014,Lafayette,77,Lehigh,71
2/23/2014,Maine,79,Stony Brook,83
2/23/2014,Marist,67,Iona,86
2/23/2014,Miami (OH),55,Bowling Green State,52
2/23/2014,Michigan,79,Michigan State,70
2/23/2014,Nebraska,76,Purdue,57
2/23/2014,UNC Greensboro,88,Chattanooga,84
2/23/2014,Northern Iowa,72,Illinois State,59
2/23/2014,Oregon,67,Washington State,53
2/23/2014,Pitt,66,Florida State,71
2/23/2014,Rider,60,Siena,69
2/23/2014,Stetson,52,Mercer,73
2/23/2014,Toledo,85,Ball State,74
2/23/2014,Utah,86,Arizona State,63
2/23/2014,Vermont,72,Hartford,47
2/23/2014,Western Michigan,75,Eastern Michigan,67
2/24/2014,Alabama A&M,56,Alcorn State,64
2/24/2014,Alabama State,64,Southern,87
2/24/2014,Arkansas-Pine Bluff,55,Texas Southern,65
2/24/2014,Citadel,81,Samford,71
2/24/2014,Delaware State,59,Morgan State,56
2/24/2014,Eastern Illinois,84,Chicago State,62
2/24/2014,Eastern Washington,76,Portland State,87
2/24/2014,Fairleigh Dickinson,64,Wagner,67
2/24/2014,Furman,49,Elon,78
2/24/2014,Howard,60,Norfolk State,66
2/24/2014,Kansas,83,Oklahoma,75
2/24/2014,Maryland,55,Syracuse,57
2/24/2014,Maryland-Eastern Shore,89,Hampton,104
2/24/2014,Mississippi Valley State,75,Prairie View,69
2/24/2014,Mount St. Mary's,88,Bryant,73
2/24/2014,TCU,54,Oklahoma State,76
2/25/2014,Arkansas State,65,Lyon,39
2/25/2014,Bradley,49,Wichita State,69
2/25/2014,Cleveland State,70,Youngstown State,69
2/25/2014,DePaul,65,Seton Hall,60
2/25/2014,Duke,66,Virginia Tech,48
2/25/2014,Evansville,61,Drake,48
2/25/2014,Georgia,71,Missouri,56
2/25/2014,Houston Baptist,107,Arlington Baptist,55
2/25/2014,Liberty,90,Longwood,76
2/25/2014,Milwaukee,58,UIC,80
2/25/2014,Minnesota,95,Iowa,89
2/25/2014,Missouri State,72,Loyola (IL),56
2/25/2014,New Mexico,67,Utah State,58
2/25/2014,NJIT,62,North Carolina Central,81
2/25/2014,Sacred Heart,75,LIU-Brooklyn,80
2/25/2014,St. Joseph's,79,Dayton,53
2/25/2014,St. Peter's,63,Fairfield,62
2/25/2014,San Diego State,90,San Jose State,64
2/25/2014,St. John's (NY),53,Xavier,65
2/25/2014,Texas Tech,56,Kansas State,60
2/25/2014,Vanderbilt,54,Florida,57
2/25/2014,Wake Forest,62,Clemson,57
2/25/2014,Wisconsin,69,Indiana,58
2/25/2014,Wright State,67,Valparaiso,58
2/25/2014,Wyoming,53,Air Force,55
2/26/2014,Arizona,87,California,59
2/26/2014,Arizona State,76,Stanford,64
2/26/2014,Army,70,Boston University,71
2/26/2014,Auburn,83,South Carolina,67
2/26/2014,Ball State,81,Western Michigan,88
2/26/2014,Boston College,59,Pitt,66
2/26/2014,Bowling Green State,73,Kent State,66
2/26/2014,Bucknell,65,Lehigh,61
2/26/2014,UCF,67,Rutgers,65
2/26/2014,Charleston Southern,76,Gardner-Webb,78
2/26/2014,Coastal Carolina,70,Presbyterian,51
2/26/2014,Colgate,83,Lafayette,66
2/26/2014,Drexel,56,College of Charleston,45
2/26/2014,Eastern Michigan,64,Central Michigan,42
2/26/2014,Florida A&M,104,Edward Waters,69
2/26/2014,Fresno State,76,Boise State,56
2/26/2014,George Mason,69,Richmond,60
2/26/2014,High Point,70,VMI,67
2/26/2014,Illinois,60,Nebraska,49
2/26/2014,Illinois State,77,Indiana State,59
2/26/2014,Iowa State,83,West Virginia,66
2/26/2014,James Madison,66,Towson,69
2/26/2014,La Salle,75,St. Bonaventure,67
2/26/2014,LSU,68,Texas A&M,49
2/26/2014,Loyola (MD),52,Holy Cross,65
2/26/2014,UMass,70,Rhode Island,67
2/26/2014,Miami (OH),65,Akron,61
2/26/2014,Ole Miss,79,Alabama,67
2/26/2014,Mississippi State,68,Tennessee,75
2/26/2014,Navy,55,American,64
2/26/2014,UNLV,78,Colorado State,70
2/26/2014,NC State,84,UNC,85
2/26/2014,UNC Wilmington,57,Delaware,70
2/26/2014,Northern Illinois,74,Toledo,66
2/26/2014,Northern Iowa,73,Southern Illinois,54
2/26/2014,Notre Dame,65,Georgia Tech,62
2/26/2014,Ohio,64,Buffalo,69
2/26/2014,Purdue,76,Michigan,77
2/26/2014,Radford,82,Campbell,78
2/26/2014,South Florida,56,UConn,61
2/26/2014,SIU-Edwardsville,75,Belmont,94
2/26/2014,Texas,74,Baylor,69
2/26/2014,Tulane,72,Florida Atlantic,64
2/26/2014,Villanova,67,Butler,48
2/26/2014,Virginia,65,Miami (FL),40
2/26/2014,William & Mary,79,Hofstra,74
2/26/2014,Winthrop,107,UNC Asheville,100
2/27/2014,Albany (NY),66,New Hampshire,48
2/27/2014,Cal State Bakersfield,61,Texas-Rio Grande Valley,63
2/27/2014,Cal State Fullerton,82,Cal State Northridge,81
2/27/2014,UC-Davis,85,Cal Poly,73
2/27/2014,UC-Irvine,71,UCSB,60
2/27/2014,Central Arkansas,80,Sam Houston State,71
2/27/2014,Davidson,79,UNC Greensboro,46
2/27/2014,Detroit,62,Milwaukee,68
2/27/2014,East Carolina,75,Charlotte,68
2/27/2014,Eastern Kentucky,74,Tennessee Tech,67
2/27/2014,Elon,59,Wofford,63
2/27/2014,Fairleigh Dickinson,64,Robert Morris,69
2/27/2014,Fordham,66,VCU,85
2/27/2014,Furman,73,Georgia Southern,82
2/27/2014,Grand Canyon,80,UMKC,85
2/27/2014,Hartford,89,Binghamton,83
2/27/2014,Houston,77,Memphis,68
2/27/2014,Idaho State,65,Northern Arizona,66
2/27/2014,Indiana,93,Iowa,86
2/27/2014,Kennesaw State,69,Jacksonville,71
2/27/2014,Kentucky,67,Arkansas,71
2/27/2014,Lipscomb,92,Florida Gulf Coast,71
2/27/2014,Long Beach State,63,Hawaii,61
2/27/2014,LIU-Brooklyn,82,Central Connecticut,86
2/27/2014,Louisiana-Monroe,71,South Alabama,54
2/27/2014,Louisiana Tech,55,Middle Tennessee,39
2/27/2014,Louisville,88,Temple,66
2/27/2014,Loyola Marymount,75,Santa Clara,71
2/27/2014,Marquette,75,Georgetown,73
2/27/2014,UMass-Lowell,84,Maine,72
2/27/2014,McNeese State,87,Incarnate Word,72
2/27/2014,Mercer,76,North Florida,79
2/27/2014,Montana State,77,Southern Utah,72
2/27/2014,Morehead State,68,Tennessee State,70
2/27/2014,Mount St. Mary's,65,Sacred Heart,72
2/27/2014,Omaha,88,IUPUI,66
2/27/2014,New Orleans,63,Stephen F. Austin,103
2/27/2014,Nicholls State,79,Abilene Christian,60
2/27/2014,North Dakota,83,Portland State,73
2/27/2014,North Dakota State,82,South Dakota,54
2/27/2014,Northern Colorado,66,Eastern Washington,80
2/27/2014,Northern Kentucky,96,Stetson,58
2/27/2014,Oakland,63,Green Bay,71
2/27/2014,Old Dominion,70,Marshall,63
2/27/2014,Oral Roberts,75,Lamar,67
2/27/2014,Pacific,53,Gonzaga,70
2/27/2014,Penn State,65,Ohio State,63
2/27/2014,Pepperdine,53,San Francisco,77
2/27/2014,Quinnipiac,70,Siena,72
2/27/2014,Rice,60,Alabama-Birmingham,61
2/27/2014,Saint Louis,64,Duquesne,71
2/27/2014,Saint Mary's,70,Portland,61
2/27/2014,Samford,57,Appalachian State,63
2/27/2014,Seattle,77,Chicago State,84
2/27/2014,South Dakota State,78,Denver,69
2/27/2014,Southeast Missouri State,83,Austin Peay,80
2/27/2014,Southeastern Louisiana,83,Northwestern State,88
2/27/2014,USC,66,Oregon State,76
2/27/2014,Southern Miss,78,Florida International,66
2/27/2014,St. Francis (NY),62,Bryant,59
2/27/2014,UT-Martin,72,Murray State,86
2/27/2014,Texas-Arlington,49,Georgia State,77
2/27/2014,UTEP,60,Tulsa,65
2/27/2014,UTSA,62,North Texas,71
2/27/2014,Texas State,50,Western Kentucky,51
2/27/2014,Troy,55,Little Rock,62
2/27/2014,UCLA,83,Oregon,87
2/27/2014,Utah Valley,66,New Mexico State,61
2/27/2014,Vermont,69,Stony Brook,53
2/27/2014,Wagner,74,Saint Francis (PA),45
2/27/2014,Weber State,79,Sacramento State,67
2/27/2014,Western Carolina,81,Chattanooga,83
2/27/2014,Western Illinois,56,Fort Wayne,65
2/28/2014,Dartmouth,72,Columbia,84
2/28/2014,Fairfield,78,Marist,74
2/28/2014,Harvard,72,Cornell,47
2/28/2014,High Point,56,Campbell,53
2/28/2014,Manhattan,80,Iona,77
2/28/2014,Monmouth,75,Niagara,50
2/28/2014,Penn,67,Brown,76
2/28/2014,Princeton,57,Yale,46
2/28/2014,Rider,66,Canisius,79
2/28/2014,Seton Hall,69,Providence,74
2/28/2014,USC Upstate,79,ETSU,73
2/28/2014,Washington,72,Washington State,49
3/1/2014,Air Force,67,UNLV,93
3/1/2014,Akron,57,Bowling Green State,47
3/1/2014,Alabama,73,Auburn,57
3/1/2014,Alcorn State,54,Southern,67
3/1/2014,American,51,Bucknell,56
3/1/2014,Arizona State,78,California,60
3/1/2014,Arkansas,87,Georgia,75
3/1/2014,Little Rock,74,Arkansas State,67
3/1/2014,Army,87,Lafayette,84
3/1/2014,Ball State,74,Central Michigan,71
3/1/2014,Baylor,59,Texas Tech,49
3/1/2014,Buffalo,78,Miami (OH),55
3/1/2014,Cal State Bakersfield,57,New Mexico State,72
3/1/2014,Cal State Fullerton,84,Long Beach State,76
3/1/2014,UC-Davis,54,UCSB,67
3/1/2014,UC-Irvine,55,Cal Poly,48
3/1/2014,UC-Riverside,106,Cal State Northridge,105
3/1/2014,Central Arkansas,76,Lamar,69
3/1/2014,Chattanooga,63,Appalachian State,44
3/1/2014,Citadel,80,Georgia Southern,63
3/1/2014,Coastal Carolina,63,Charleston Southern,61
3/1/2014,College of Charleston,86,Delaware,89
3/1/2014,UConn,51,Cincinnati,45
3/1/2014,Coppin State,67,Maryland-Eastern Shore,68
3/1/2014,Dartmouth,87,Cornell,78
3/1/2014,Dayton,86,UMass,79
3/1/2014,Delaware State,53,Howard,55
3/1/2014,Detroit,66,Green Bay,75
3/1/2014,Drake,71,Bradley,66
3/1/2014,Eastern Kentucky,70,Tennessee State,66
3/1/2014,Eastern Michigan,56,Northern Illinois,52
3/1/2014,Elon,69,Davidson,86
3/1/2014,Florida,79,LSU,61
3/1/2014,Fordham,62,La Salle,64
3/1/2014,Fresno State,67,San Diego State,82
3/1/2014,Grambling,52,Arkansas-Pine Bluff,61
3/1/2014,Grand Canyon,84,Chicago State,74
3/1/2014,Hampton,61,Norfolk State,53
3/1/2014,Harvard,80,Columbia,47
3/1/2014,Hofstra,82,James Madison,71
3/1/2014,Holy Cross,64,Boston University,68
3/1/2014,Idaho State,80,Sacramento State,67
3/1/2014,UIC,61,Wright State,68
3/1/2014,Indiana State,69,Northern Iowa,71
3/1/2014,Jackson State,82,Mississippi Valley State,64
3/1/2014,Jacksonville State,53,Belmont,76
3/1/2014,Kansas State,80,Iowa State,73
3/1/2014,Kennesaw State,77,North Florida,87
3/1/2014,Lehigh,57,Colgate,74
3/1/2014,Liberty,83,Radford,87
3/1/2014,Lipscomb,83,Stetson,76
3/1/2014,LIU-Brooklyn,62,Bryant,81
3/1/2014,Longwood,66,VMI,86
3/1/2014,Louisiana-Monroe,46,Troy,61
3/1/2014,Loyola (IL),72,Evansville,75
3/1/2014,Loyola Marymount,61,San Francisco,65
3/1/2014,McNeese State,95,Abilene Christian,91
3/1/2014,Memphis,72,Louisville,66
3/1/2014,Mercer,69,Jacksonville,55
3/1/2014,Michigan,66,Minnesota,56
3/1/2014,Michigan State,46,Illinois,53
3/1/2014,Middle Tennessee,65,Rice,41
3/1/2014,Missouri,85,Mississippi State,66
3/1/2014,Montana,82,Southern Utah,54
3/1/2014,Morehead State,84,Tennessee Tech,91
3/1/2014,Morgan State,65,Bethune-Cookman,61
3/1/2014,Mount St. Mary's,78,Saint Francis (PA),55
3/1/2014,Navy,65,Loyola (MD),67
3/1/2014,Nebraska,54,Northwestern,47
3/1/2014,Omaha,95,Fort Wayne,96
3/1/2014,New Orleans,71,Northwestern State,84
3/1/2014,Nicholls State,67,Incarnate Word,69
3/1/2014,UNC Asheville,83,Gardner-Webb,71
3/1/2014,North Carolina A&T,67,Savannah State,71
3/1/2014,North Carolina Central,86,South Carolina State,44
3/1/2014,NC State,70,Miami (FL),85
3/1/2014,North Dakota,69,Eastern Washington,67
3/1/2014,North Dakota State,78,Denver,68
3/1/2014,Northeastern,54,Drexel,52
3/1/2014,Northern Colorado,68,Portland State,77
3/1/2014,Northern Kentucky,72,Florida Gulf Coast,92
3/1/2014,Notre Dame,81,Pitt,85
3/1/2014,Ohio,61,Kent State,75
3/1/2014,Oklahoma,77,Texas,65
3/1/2014,Oklahoma State,72,Kansas,65
3/1/2014,Oral Roberts,80,Sam Houston State,73
3/1/2014,Pacific,68,Portland,65
3/1/2014,Penn,63,Yale,70
3/1/2014,Pepperdine,78,Santa Clara,86
3/1/2014,Prairie View,65,Alabama A&M,72
3/1/2014,Princeton,69,Brown,64
3/1/2014,Rhode Island,66,Richmond,43
3/1/2014,Rutgers,74,South Florida,73
3/1/2014,Sacred Heart,70,Central Connecticut,73
3/1/2014,Saint Mary's,47,Gonzaga,75
3/1/2014,Samford,93,Western Carolina,86
3/1/2014,San Diego,70,BYU,78
3/1/2014,San Jose State,58,Utah State,75
3/1/2014,Seattle,76,Idaho,68
3/1/2014,South Carolina,72,Kentucky,67
3/1/2014,South Dakota State,75,South Dakota,61
3/1/2014,Southeast Missouri State,118,Murray State,115
3/1/2014,Southeastern Louisiana,62,Stephen F. Austin,75
3/1/2014,USC,63,Oregon,78
3/1/2014,Southern Illinois,66,Illinois State,65
3/1/2014,SIU-Edwardsville,74,Eastern Illinois,78
3/1/2014,SMU,70,UCF,55
3/1/2014,St. Bonaventure,74,St. Joseph's,83
3/1/2014,St. Francis (NY),79,Fairleigh Dickinson,56
3/1/2014,Temple,79,Houston,89
3/1/2014,Tennessee,76,Vanderbilt,38
3/1/2014,UT-Martin,85,Austin Peay,88
3/1/2014,Texas A&M,71,Ole Miss,60
3/1/2014,Texas A&M-Corpus Christi,65,Houston Baptist,45
3/1/2014,Texas-Arlington,80,Western Kentucky,73
3/1/2014,Texas Southern,86,Alabama State,66
3/1/2014,Texas State,55,Georgia State,66
3/1/2014,Toledo,96,Western Michigan,85
3/1/2014,Towson,70,William & Mary,68
3/1/2014,Utah,75,Colorado,64
3/1/2014,Utah Valley,45,Texas-Rio Grande Valley,42
3/1/2014,Valparaiso,52,Cleveland State,63
3/1/2014,Virginia,75,Syracuse,56
3/1/2014,VCU,67,Saint Louis,56
3/1/2014,Virginia Tech,56,UNC,60
3/1/2014,Wagner,59,Robert Morris,48
3/1/2014,Wake Forest,72,Boston College,80
3/1/2014,Weber State,71,Northern Arizona,73
3/1/2014,West Virginia,81,TCU,59
3/1/2014,Western Illinois,75,IUPUI,70
3/1/2014,Wichita State,68,Missouri State,45
3/1/2014,Winthrop,82,Presbyterian,60
3/1/2014,Wofford,71,UNC Greensboro,73
3/1/2014,Wyoming,63,Boise State,72
3/1/2014,Xavier,75,Creighton,69
3/1/2014,Youngstown State,81,Oakland,87
3/2/2014,Alabama-Birmingham,58,Louisiana Tech,67
3/2/2014,Arizona,79,Stanford,66
3/2/2014,Binghamton,82,Vermont,92
3/2/2014,Charlotte,74,Old Dominion,63
3/2/2014,Clemson,77,Maryland,73
3/2/2014,Florida Atlantic,49,Southern Miss,60
3/2/2014,Florida International,73,Tulane,47
3/2/2014,Florida State,81,Georgia Tech,71
3/2/2014,George Washington,66,George Mason,58
3/2/2014,Hartford,67,UMBC,56
3/2/2014,Indiana,72,Ohio State,64
3/2/2014,Iona,97,Rider,81
3/2/2014,Iowa,83,Purdue,76
3/2/2014,Louisiana,102,South Alabama,76
3/2/2014,Maine,73,New Hampshire,69
3/2/2014,Manhattan,68,Canisius,63
3/2/2014,Marist,103,Quinnipiac,72
3/2/2014,Marshall,64,East Carolina,61
3/2/2014,Nevada,58,New Mexico,72
3/2/2014,North Texas,54,UTEP,74
3/2/2014,Penn State,66,Wisconsin,71
3/2/2014,St. Peter's,71,Niagara,67
3/2/2014,Siena,70,Monmouth,54
3/2/2014,St. John's (NY),72,DePaul,64
3/2/2014,Stony Brook,73,Albany (NY),68
3/2/2014,Tulsa,72,UTSA,70
3/2/2014,UCLA,74,Oregon State,69
3/2/2014,Villanova,73,Marquette,56
3/3/2014,Colgate,57,Navy,51
3/3/2014,Coppin State,86,Howard,69
3/3/2014,Grambling,72,Mississippi Valley State,70
3/3/2014,Jackson State,59,Arkansas-Pine Bluff,66
3/3/2014,Loyola (MD),71,Lafayette,84
3/3/2014,Montana,53,Montana State,50
3/3/2014,Morgan State,73,Florida A&M,78
3/3/2014,Norfolk State,77,Maryland-Eastern Shore,65
3/3/2014,UNC,63,Notre Dame,61
3/3/2014,North Carolina A&T,62,South Carolina State,60
3/3/2014,North Carolina Central,64,Savannah State,57
3/3/2014,Oklahoma State,77,Kansas State,61
3/3/2014,Pitt,67,NC State,74
3/3/2014,Prairie View,87,Alabama State,90
3/3/2014,Seton Hall,71,Xavier,62
3/3/2014,Texas Southern,79,Alabama A&M,58
3/4/2014,Akron,83,Buffalo,71
3/4/2014,Arkansas State,76,Georgia State,79
3/4/2014,Baylor,74,Iowa State,61
3/4/2014,Boston College,70,Florida State,74
3/4/2014,Bowling Green State,61,Ohio,72
3/4/2014,Central Michigan,69,Toledo,73
3/4/2014,Clemson,58,Miami (FL),54
3/4/2014,ETSU,89,Lipscomb,88
3/4/2014,Eastern Michigan,72,Ball State,58
3/4/2014,Florida Gulf Coast,77,Stetson,55
3/4/2014,Georgetown,75,Creighton,63
3/4/2014,Houston,78,South Florida,69
3/4/2014,Illinois,53,Michigan,84
3/4/2014,Kent State,61,Miami (OH),73
3/4/2014,Kentucky,55,Alabama,48
3/4/2014,Maryland,64,Virginia Tech,47
3/4/2014,Mercer,85,Jacksonville,64
3/4/2014,Milwaukee,83,Detroit,73
3/4/2014,North Dakota,94,Northern Colorado,90
3/4/2014,Oakland,96,Youngstown State,92
3/4/2014,Oregon,85,Arizona State,78
3/4/2014,Providence,81,Marquette,80
3/4/2014,South Carolina,46,Florida,72
3/4/2014,USC Upstate,80,North Florida,74
3/4/2014,Syracuse,62,Georgia Tech,67
3/4/2014,Temple,86,UCF,78
3/4/2014,Valparaiso,73,UIC,63
3/4/2014,Western Michigan,61,Northern Illinois,56
3/5/2014,American,59,Colgate,50
3/5/2014,Arkansas,110,Ole Miss,80
3/5/2014,Auburn,54,Tennessee,82
3/5/2014,Boise State,81,Nevada,83
3/5/2014,Boston University,91,Lafayette,54
3/5/2014,Bryant,54,Saint Francis (PA),55
3/5/2014,Bucknell,71,Army,72
3/5/2014,California,59,Utah,63
3/5/2014,Campbell,71,Charleston Southern,81
3/5/2014,Colorado State,78,San Jose State,66
3/5/2014,UConn,69,Rutgers,63
3/5/2014,Duquesne,74,UMass,78
3/5/2014,Eastern Illinois,61,Southeast Missouri State,79
3/5/2014,Gardner-Webb,81,Longwood,65
3/5/2014,George Washington,76,St. Joseph's,71
3/5/2014,Georgia,66,Mississippi State,45
3/5/2014,Holy Cross,54,Lehigh,48
3/5/2014,Indiana,60,Nebraska,70
3/5/2014,Kansas,82,Texas Tech,57
3/5/2014,Liberty,65,Winthrop,77
3/5/2014,Missouri,57,Texas A&M,56
3/5/2014,Mount St. Mary's,72,St. Francis (NY),71
3/5/2014,UNLV,64,San Diego State,73
3/5/2014,New Mexico,80,Air Force,52
3/5/2014,Oklahoma,72,West Virginia,62
3/5/2014,Oregon State,69,Arizona,74
3/5/2014,Presbyterian,73,Radford,78
3/5/2014,Rhode Island,77,Fordham,65
3/5/2014,Robert Morris,60,Fairleigh Dickinson,53
3/5/2014,Saint Louis,67,Dayton,72
3/5/2014,SIU-Edwardsville,67,Tennessee Tech,74
3/5/2014,SMU,71,Louisville,84
3/5/2014,Stanford,56,Colorado,59
3/5/2014,Texas,66,TCU,54
3/5/2014,Utah State,65,Wyoming,54
3/5/2014,Wagner,83,Central Connecticut,59
3/5/2014,Wake Forest,82,Duke,72
3/5/2014,Wisconsin,76,Purdue,70
3/6/2014,Alabama A&M,72,Jackson State,59
3/6/2014,Alabama-Birmingham,53,Middle Tennessee,55
3/6/2014,Alabama State,68,Grambling,66
3/6/2014,Alcorn State,69,Texas Southern,77
3/6/2014,Arkansas State,64,Louisiana-Monroe,58
3/6/2014,Bradley,72,Loyola (IL),74
3/6/2014,Cal State Fullerton,44,UC-Irvine,62
3/6/2014,Cal State Northridge,91,Long Beach State,83
3/6/2014,UC-Riverside,78,UC-Davis,65
3/6/2014,UCSB,86,Hawaii,77
3/6/2014,Chicago State,76,Idaho,79
3/6/2014,Cincinnati,97,Memphis,84
3/6/2014,DePaul,46,Butler,79
3/6/2014,Drake,61,Evansville,69
3/6/2014,Eastern Kentucky,84,Southeast Missouri State,76
3/6/2014,Eastern Washington,77,Idaho State,69
3/6/2014,Fairfield,62,St. Peter's,65
3/6/2014,Florida A&M,68,Bethune-Cookman,70
3/6/2014,Florida Atlantic,70,Florida International,74
3/6/2014,Florida Gulf Coast,69,ETSU,64
3/6/2014,Hampton,89,North Carolina A&T,71
3/6/2014,Houston Baptist,62,Nicholls State,75
3/6/2014,Howard,66,Morgan State,68
3/6/2014,La Salle,57,George Mason,59
3/6/2014,Lamar,89,New Orleans,72
3/6/2014,Loyola Marymount,67,Portland,64
3/6/2014,Marist,76,Niagara,78
3/6/2014,Marshall,70,Charlotte,74
3/6/2014,Maryland-Eastern Shore,84,Delaware State,70
3/6/2014,Mercer,78,USC Upstate,75
3/6/2014,Michigan State,86,Iowa,76
3/6/2014,UMKC,82,Seattle,73
3/6/2014,Monmouth,60,Rider,71
3/6/2014,Morehead State,76,Tennessee Tech,61
3/6/2014,New Mexico State,81,Grand Canyon,57
3/6/2014,Norfolk State,70,North Carolina Central,76
3/6/2014,North Texas,68,Tulsa,79
3/6/2014,Northern Arizona,61,Montana State,48
3/6/2014,Northwestern,32,Penn State,59
3/6/2014,Northwestern State,119,Central Arkansas,102
3/6/2014,Old Dominion,68,East Carolina,47
3/6/2014,Pacific,64,Santa Clara,81
3/6/2014,Portland State,66,Weber State,59
3/6/2014,Rice,48,Louisiana Tech,70
3/6/2014,Richmond,50,VCU,56
3/6/2014,Sacramento State,55,Montana,70
3/6/2014,Sam Houston State,71,Southeastern Louisiana,54
3/6/2014,Savannah State,69,South Carolina State,50
3/6/2014,South Alabama,63,Texas State,53
3/6/2014,Southern,91,Prairie View,59
3/6/2014,Southern Utah,77,North Dakota,71
3/6/2014,Stephen F. Austin,83,Oral Roberts,72
3/6/2014,Texas A&M-Corpus Christi,67,McNeese State,51
3/6/2014,UTSA,51,UTEP,61
3/6/2014,Troy,86,Texas-Arlington,87
3/6/2014,Tulane,51,Southern Miss,68
3/6/2014,Vanderbilt,51,LSU,57
3/6/2014,Washington,82,UCLA,91
3/6/2014,Washington State,68,USC,79
3/6/2014,Western Kentucky,75,Louisiana,72
3/6/2014,Xavier,70,Villanova,77
3/7/2014,Akron,58,Kent State,54
3/7/2014,Appalachian State,56,Samford,70
3/7/2014,Belmont,86,Morehead State,63
3/7/2014,Brown,68,Dartmouth,75
3/7/2014,UCF,104,Houston,83
3/7/2014,Central Michigan,64,Western Michigan,78
3/7/2014,Citadel,86,UNC Greensboro,76
3/7/2014,Coastal Carolina,73,Charleston Southern,68
3/7/2014,Columbia,74,Penn,55
3/7/2014,Cornell,51,Princeton,91
3/7/2014,Eastern Kentucky,86,Murray State,83
3/7/2014,Evansville,58,Wichita State,80
3/7/2014,Furman,50,Georgia Southern,65
3/7/2014,Gardner-Webb,77,VMI,90
3/7/2014,High Point,60,Winthrop,62
3/7/2014,Hofstra,78,UNC Wilmington,70
3/7/2014,Illinois State,48,Missouri State,53
3/7/2014,Indiana State,75,Loyola (IL),62
3/7/2014,Milwaukee,74,Valparaiso,57
3/7/2014,UNC Asheville,96,Radford,87
3/7/2014,Northern Iowa,58,Southern Illinois,63
3/7/2014,Oakland,57,Wright State,73
3/7/2014,Utah Valley,64,Cal State Bakersfield,55
3/7/2014,Yale,58,Harvard,70
3/8/2014,Abilene Christian,56,Incarnate Word,59
3/8/2014,Air Force,64,Boise State,61
3/8/2014,Alabama,83,Arkansas,58
3/8/2014,Alabama A&M,80,Grambling,63
3/8/2014,Alabama State,67,Jackson State,63
3/8/2014,Albany (NY),86,UMBC,56
3/8/2014,Alcorn State,64,Prairie View,62
3/8/2014,American,57,Holy Cross,46
3/8/2014,Little Rock,65,Louisiana-Monroe,66
3/8/2014,Arkansas-Pine Bluff,83,Mississippi Valley State,68
3/8/2014,Arkansas State,76,Louisiana,77
3/8/2014,Belmont,73,Eastern Kentucky,79
3/8/2014,Binghamton,42,Hartford,69
3/8/2014,Boston University,91,Army,70
3/8/2014,BYU,85,Loyola Marymount,74
3/8/2014,Brown,93,Harvard,98
3/8/2014,Buffalo,88,Bowling Green State,65
3/8/2014,Butler,71,Seton Hall,54
3/8/2014,Cal Poly,55,UCSB,71
