GameDate,HomeTeamName,HomeTeamScore,AwayTeamName,AwayTeamScore
11/20/2010,Missouri,96,North Florida,58
11/20/2010,UMKC,70,Southeast Missouri State,62
11/20/2010,Mount St. Mary's,68,Savannah State,62
11/20/2010,Murray State,84,Reinhardt,70
11/20/2010,Navy,65,Louisiana Tech,80
11/20/2010,UNLV,68,Wisconsin,65
11/20/2010,New Hampshire,55,Holy Cross,52
11/20/2010,UNC Asheville,116,Virginia Intermont,58
11/20/2010,North Dakota State,103,Mayville State,63
11/20/2010,Northeastern,68,Siena,84
11/20/2010,Northwestern State,103,UT-Martin,94
11/20/2010,Ohio State,81,UNC Wilmington,41
11/20/2010,Oral Roberts,69,Indiana State,74
11/20/2010,Oregon,72,San Jose State,75
11/20/2010,Pacific,70,William Jessup,61
11/20/2010,Penn,56,Drexel,77
11/20/2010,Pepperdine,64,Cal State Bakersfield,66
11/20/2010,Portland State,102,Lamar,98
11/20/2010,Providence,78,Prairie View,62
11/20/2010,Quinnipiac,75,Vermont,79
11/20/2010,Saint Francis (PA),68,Bucknell,67
11/20/2010,St. Joseph's,70,Norfolk State,65
11/20/2010,Saint Louis,59,Georgia,61
11/20/2010,Samford,55,Middle Tennessee,68
11/20/2010,San Diego State,79,Green Bay,70
11/20/2010,San Francisco,83,Colorado,81
11/20/2010,South Alabama,82,Central Michigan,76
11/20/2010,USC,63,Bradley,64
11/20/2010,SIU-Edwardsville,88,MacMurray,73
11/20/2010,SMU,69,UC-Riverside,73
11/20/2010,Southern Utah,53,Utah State,66
11/20/2010,TCU,61,Rider,76
11/20/2010,UTEP,77,Western Carolina,65
11/20/2010,Texas-Rio Grande Valley,63,Texas State,76
11/20/2010,Toledo,65,Rhode Island,76
11/20/2010,Utah,90,Weber State,75
11/20/2010,Villanova,86,Lafayette,41
11/20/2010,Western Michigan,64,Loyola (IL),82
11/20/2010,Wyoming,64,Western Illinois,55
11/21/2010,Arizona,93,Northern Colorado,70
11/21/2010,Little Rock,63,Illinois State,54
11/21/2010,Auburn,68,Middle Tennessee,66
11/21/2010,Binghamton,44,St. Bonaventure,69
11/21/2010,Bradley,68,TCU,74
11/21/2010,UC-Davis,47,Boise State,67
11/21/2010,UC-Irvine,72,Louisiana Tech,76
11/21/2010,UC-Riverside,58,Portland State,69
11/21/2010,Charlotte,75,Coastal Carolina,79
11/21/2010,Clemson,60,Old Dominion,61
11/21/2010,East Carolina,75,USC Upstate,67
11/21/2010,Florida,61,Morehead State,55
11/21/2010,Hofstra,47,Nebraska,62
11/21/2010,Indiana,67,Evansville,54
11/21/2010,Iowa State,91,Creighton,88
11/21/2010,IUPUI,46,San Diego State,61
11/21/2010,Loyola (MD),73,Dartmouth,59
11/21/2010,Memphis,70,LSU,61
11/21/2010,Miami (OH),65,Green Bay,69
11/21/2010,Michigan,80,Gardner-Webb,58
11/21/2010,Montana State,73,Cal Poly,57
11/21/2010,New Mexico State,61,USC,80
11/21/2010,UNC,65,Vanderbilt,72
11/21/2010,UNC Greensboro,70,Virginia Tech,92
11/21/2010,NC State,67,Georgetown,82
11/21/2010,Northern Illinois,81,Cardinal Stritch,57
11/21/2010,Ohio,83,Texas A&M-Corpus Christi,70
11/21/2010,Oklahoma State,76,Nicholls State,56
11/21/2010,Oregon State,60,Texas Southern,66
11/21/2010,Purdue,82,Oakland,67
11/21/2010,Rhode Island,68,UIC,74
11/21/2010,Rice,75,St. Gregory's,58
11/21/2010,Richmond,82,Charleston Southern,71
11/21/2010,Rider,73,Loyola Marymount,63
11/21/2010,Rutgers,61,Miami (FL),45
11/21/2010,Saint Mary's,87,Mississippi Valley State,52
11/21/2010,Samford,60,Campbell,56
11/21/2010,San Diego,59,Cal State Fullerton,62
11/21/2010,Santa Clara,75,Bethune-Cookman,61
11/21/2010,Seattle,75,Navy,70
11/21/2010,South Florida,76,Georgia Southern,63
11/21/2010,Southern Illinois,72,Austin Peay,65
11/21/2010,SMU,102,Lamar,70
11/21/2010,St. Francis (NY),70,Howard,52
11/21/2010,Stanford,92,Arkansas-Pine Bluff,49
11/21/2010,Stony Brook,54,Wagner,58
11/21/2010,Syracuse,63,William & Mary,60
11/21/2010,Texas Tech,79,Liberty,71
11/21/2010,Toledo,51,College of Charleston,64
11/21/2010,West Virginia,70,Minnesota,74
11/21/2010,Western Kentucky,51,Davidson,64
11/21/2010,Wofford,82,George Mason,79
11/21/2010,Wright State,66,Southern,43
11/21/2010,Xavier,57,Seton Hall,52
11/22/2010,Alabama,49,St. Peter's,50
11/22/2010,Arkansas,90,Florida Gulf Coast,47
11/22/2010,Baylor,72,Lipscomb,60
11/22/2010,Belmont,102,Marist,74
11/22/2010,Boston College,69,Holy Cross,54
11/22/2010,Boston University,50,Hampton,51
11/22/2010,Bowling Green State,54,Duquesne,90
11/22/2010,Bucknell,71,Presbyterian,47
11/22/2010,Centenary (LA),70,Northwestern State,83
11/22/2010,Chaminade,74,Michigan State,82
11/22/2010,Cincinnati,76,Florida A&M,51
11/22/2010,UConn,83,Wichita State,79
11/22/2010,Dayton,61,Savannah State,59
11/22/2010,Elon,76,Hampden-Sydney,56
11/22/2010,George Washington,58,Nevada,56
11/22/2010,Gonzaga,64,Kansas State,81
11/22/2010,Green Bay,46,IUPUI,63
11/22/2010,Iowa,72,Long Beach State,78
11/22/2010,Jacksonville State,66,Southeastern Louisiana,74
11/22/2010,James Madison,65,Princeton,64
11/22/2010,Kennesaw State,66,Northern Arizona,74
11/22/2010,Kentucky,76,Oklahoma,64
11/22/2010,Lehigh,60,Cornell,57
11/22/2010,Longwood,111,Montreat,62
11/22/2010,Louisville,106,Chattanooga,65
11/22/2010,Loyola (IL),74,Alabama State,46
11/22/2010,Marquette,77,Duke,82
11/22/2010,Marshall,66,Jackson State,60
11/22/2010,Miami (OH),56,San Diego State,77
11/22/2010,Mississippi State,82,Detroit,76
11/22/2010,Missouri State,80,Pepperdine,60
11/22/2010,Montana,75,Idaho,33
11/22/2010,Niagara,65,Mount St. Mary's,63
11/22/2010,Notre Dame,97,Maine,72
11/22/2010,Pacific,77,Arkansas State,70
11/22/2010,Penn State,77,Central Connecticut,61
11/22/2010,Seton Hall,58,Clemson,64
11/22/2010,Southeast Missouri State,76,Grambling,77
11/22/2010,Southern Miss,75,McNeese State,60
11/22/2010,Texas-Arlington,88,Hardin-Simmons,71
11/22/2010,TCU,48,UMass,67
11/22/2010,UTSA,81,Troy,70
11/22/2010,Tulane,91,Maryville (MO),45
11/22/2010,Wake Forest,74,Winthrop,83
11/22/2010,Washington,106,Virginia,63
11/22/2010,Western Carolina,97,Warren Wilson,47
11/22/2010,Xavier,58,Old Dominion,67
11/23/2010,Alabama-Birmingham,82,South Alabama,58
11/23/2010,Albany (NY),65,Iona,86
11/23/2010,Arizona,78,Bethune-Cookman,45
11/23/2010,Army,72,Binghamton,58
11/23/2010,Belmont,71,Winthrop,44
11/23/2010,BYU,86,Mississippi Valley State,36
11/23/2010,Canisius,64,Buffalo,81
11/23/2010,Central Arkansas,100,Champion Baptist,29
11/23/2010,Chaminade,58,Wichita State,79
11/23/2010,Citadel,71,High Point,63
11/23/2010,Coastal Carolina,96,North Carolina Wesleyan,56
11/23/2010,Colorado,91,Alcorn State,51
11/23/2010,Columbia,76,Colgate,63
11/23/2010,Coppin State,71,UMBC,69
11/23/2010,Dartmouth,52,Quinnipiac,69
11/23/2010,Eastern Kentucky,91,Cincinnati Christian,27
11/23/2010,Fairfield,51,St. Joseph's,60
11/23/2010,Florida,79,Florida Atlantic,66
11/23/2010,Florida State,79,Mercer,55
11/23/2010,Fordham,70,LIU-Brooklyn,82
11/23/2010,George Washington,51,Hampton,62
11/23/2010,Georgia State,69,Utah Valley,56
11/23/2010,Houston,78,Louisiana,65
11/23/2010,Howard,54,American,66
11/23/2010,Illinois,73,Yale,47
11/23/2010,Indiana,72,North Carolina Central,56
11/23/2010,James Madison,65,Presbyterian,56
11/23/2010,Kansas,82,Texas A&M-Corpus Christi,41
11/23/2010,Kansas State,68,Duke,82
11/23/2010,Kent State,94,Urbana,71
11/23/2010,Louisiana-Monroe,64,Stephen F. Austin,65
11/23/2010,Marquette,63,Gonzaga,66
11/23/2010,Maryland,72,Delaware State,54
11/23/2010,Memphis,102,UT-Martin,80
11/23/2010,Michigan State,67,UConn,70
11/23/2010,Milwaukee,55,Western Michigan,67
11/23/2010,Missouri,72,Wyoming,62
11/23/2010,Missouri State,60,Pacific,49
11/23/2010,Morgan State,72,Western Illinois,53
11/23/2010,Nevada,57,Boston University,66
11/23/2010,UNC,80,UNC Asheville,69
11/23/2010,North Carolina A&T,84,UNC Wilmington,79
11/23/2010,North Dakota,61,Fort Wayne,71
11/23/2010,North Florida,84,Prairie View,66
11/23/2010,North Texas,68,Rice,65
11/23/2010,Ohio,78,Valparaiso,75
11/23/2010,Ohio State,64,Morehead State,45
11/23/2010,Oregon,75,Texas Southern,52
11/23/2010,Penn,74,Lafayette,65
11/23/2010,Pepperdine,69,Arkansas State,62
11/23/2010,Pitt,74,Robert Morris,53
11/23/2010,Princeton,66,Bucknell,55
11/23/2010,Providence,73,La Salle,84
11/23/2010,Purdue,87,Austin Peay,65
11/23/2010,Richmond,81,Southern,40
11/23/2010,Rutgers,83,Norfolk State,59
11/23/2010,Sacramento State,54,UC-Davis,61
11/23/2010,Sacred Heart,50,New Hampshire,42
11/23/2010,Saint Louis,78,Tennessee State,50
11/23/2010,Saint Mary's,121,Chicago State,52
11/23/2010,Santa Clara,87,Northern Colorado,84
11/23/2010,Siena,57,Butler,70
11/23/2010,South Carolina,57,USC Upstate,41
11/23/2010,South Carolina State,55,Furman,59
11/23/2010,South Dakota State,79,Idaho State,47
11/23/2010,South Florida,60,Liberty,43
11/23/2010,Southern Illinois,85,Charleston Southern,67
11/23/2010,Stetson,58,UCF,85
11/23/2010,Texas,84,Sam Houston State,50
11/23/2010,UTEP,73,New Mexico State,56
11/23/2010,Texas-Rio Grande Valley,82,Lamar,85
11/23/2010,Texas Tech,103,Georgia Southern,79
11/23/2010,Virginia,74,Oklahoma,56
11/23/2010,VMI,94,Southern Virginia,78
11/23/2010,Wake Forest,81,Marist,59
11/23/2010,Washington,67,Kentucky,74
11/23/2010,Washington State,84,Portland,68
11/23/2010,Wright State,82,Oakland,79
11/24/2010,Akron,51,Cleveland State,64
11/24/2010,Arkansas,66,Southeast Missouri State,56
11/24/2010,Boise State,83,Eastern Washington,54
11/24/2010,Bradley,56,Eastern Illinois,63
11/24/2010,Brown,67,St. Francis (NY),63
11/24/2010,Bryant,66,Harvard,69
11/24/2010,Cal Poly,55,Loyola Marymount,48
11/24/2010,Cal State Bakersfield,82,San Jose State,77
11/24/2010,Chaminade,68,Oklahoma,64
11/24/2010,Chattanooga,75,Jackson State,87
11/24/2010,Cincinnati,54,Savannah State,41
11/24/2010,Dayton,80,Florida A&M,60
11/24/2010,Denver,69,Alcorn State,51
11/24/2010,Drake,78,Southern Utah,59
11/24/2010,East Carolina,71,Lenoir-Rhyne,48
11/24/2010,George Mason,81,Radford,55
11/24/2010,Hartford,60,Saint Francis (PA),55
11/24/2010,Hawaii,70,Arkansas-Pine Bluff,63
11/24/2010,UIC,52,Central Michigan,62
11/24/2010,Iowa State,91,Kennesaw State,51
11/24/2010,James Madison,85,Bucknell,75
11/24/2010,Kentucky,67,UConn,84
11/24/2010,La Salle,71,Missouri,83
11/24/2010,LSU,78,Centenary (LA),36
11/24/2010,Maryland-Eastern Shore,80,Northern Illinois,86
11/24/2010,UMass,83,American International,56
11/24/2010,Miami (FL),79,McNeese State,59
11/24/2010,Middle Tennessee,82,Evansville,70
11/24/2010,Minnesota,84,North Dakota State,65
11/24/2010,UMKC,82,SIU-Edwardsville,64
11/24/2010,Montana State,76,San Francisco,59
11/24/2010,New Mexico,78,Northwood (MI),56
11/24/2010,North Florida,59,Morgan State,52
11/24/2010,Oral Roberts,86,Little Rock,60
11/24/2010,Oregon State,83,Charlotte,70
11/24/2010,Prairie View,63,Western Illinois,69
11/24/2010,Presbyterian,69,Princeton,67
11/24/2010,Providence,84,Wyoming,77
11/24/2010,Rhode Island,74,Drexel,68
11/24/2010,Samford,49,Jacksonville,60
11/24/2010,USC,81,Cal State Fullerton,54
11/24/2010,SMU,65,Wayland Baptist,32
11/24/2010,Tennessee,77,VCU,72
11/24/2010,Texas-Rio Grande Valley,95,SUNY-Cobleskill,66
11/24/2010,Texas State,126,Our Lady of the Lake,127
11/24/2010,Towson,84,Navy,89
11/24/2010,Utah State,79,Utah,62
11/24/2010,Vanderbilt,92,Grambling,59
11/24/2010,Vermont,51,Loyola (MD),48
11/24/2010,Villanova,82,UCLA,70
11/24/2010,Virginia,58,Wichita State,70
11/24/2010,Washington,71,Michigan State,76
11/24/2010,Wofford,66,Air Force,72
11/24/2010,Youngstown State,73,Toledo,67
11/25/2010,Alaska-Anchorage,54,Weber State,86
11/25/2010,Arizona State,73,Houston Baptist,55
11/25/2010,Cal State Northridge,56,Virginia Tech,72
11/25/2010,California,57,Temple,50
11/25/2010,Manhattan,35,Wisconsin,50
11/25/2010,UNLV,80,Tulsa,71
11/25/2010,Notre Dame,89,Georgia,83
11/25/2010,Oklahoma State,60,DePaul,56
11/25/2010,St. John's (NY),78,Ball State,73
11/25/2010,Stanford,52,Murray State,55
11/25/2010,Texas A&M,65,Boston College,67
11/26/2010,Alaska-Anchorage,74,Houston Baptist,67
11/26/2010,Arizona,82,Santa Clara,59
11/26/2010,Arkansas,65,Alabama-Birmingham,70
11/26/2010,Little Rock,74,Louisiana Tech,65
11/26/2010,Austin Peay,70,Charleston Southern,64
11/26/2010,Ball State,73,Southern Utah,54
11/26/2010,Bethune-Cookman,65,Texas A&M-Corpus Christi,69
11/26/2010,BYU,77,South Florida,75
11/26/2010,Cal State Northridge,88,DePaul,66
11/26/2010,California,44,Notre Dame,57
11/26/2010,Clemson,69,South Carolina State,54
11/26/2010,Creighton,75,Kennesaw State,57
11/26/2010,Delaware State,103,Philadelphia Biblical,41
11/26/2010,Detroit,84,Albany (NY),82
11/26/2010,Fairfield,91,Norfolk State,56
11/26/2010,Fresno State,55,Washington State,66
11/26/2010,Georgia Southern,59,Chicago State,64
11/26/2010,Hofstra,67,Wagner,63
11/26/2010,Illinois State,81,South Dakota,63
11/26/2010,Indiana,100,Northwestern State,66
11/26/2010,Iowa,111,SIU-Edwardsville,50
11/26/2010,Jacksonville State,50,Louisiana-Monroe,57
11/26/2010,Kansas,98,Ohio,41
11/26/2010,Kansas State,84,Texas Southern,60
11/26/2010,Kent State,80,Lehigh,75
11/26/2010,Liberty,64,Mississippi Valley State,58
11/26/2010,Manhattan,45,Texas A&M,74
11/26/2010,Maryland,76,Elon,57
11/26/2010,Michigan,50,Syracuse,53
11/26/2010,Ole Miss,84,Penn State,71
11/26/2010,Mississippi State,92,Troy,83
11/26/2010,UNLV,69,Murray State,55
11/26/2010,Niagara,65,Bowling Green State,61
11/26/2010,Nicholls State,66,Tulane,52
11/26/2010,North Carolina A&T,79,Greensboro,58
11/26/2010,Oakland,105,Southern,53
11/26/2010,Ohio State,66,Miami (OH),45
11/26/2010,Oklahoma State,51,Virginia Tech,56
11/26/2010,Purdue,79,Southern Illinois,60
11/26/2010,Richmond,71,Wright State,61
11/26/2010,Rider,60,Siena,73
11/26/2010,St. Joseph's,76,Rutgers,70
11/26/2010,San Diego State,88,San Diego Christian,69
11/26/2010,St. John's (NY),82,Drake,39
11/26/2010,Stetson,55,Palm Beach Atlantic,61
11/26/2010,Temple,65,Georgia,58
11/26/2010,UTEP,61,Georgia Tech,71
11/26/2010,Texas Tech,68,Saint Mary's,88
11/26/2010,Tulsa,65,Stanford,53
11/26/2010,UCLA,85,VCU,89
11/26/2010,Utah Valley,93,La Sierra,46
11/26/2010,Valparaiso,76,Northern Colorado,61
11/26/2010,Villanova,68,Tennessee,78
11/26/2010,Weber State,58,Arizona State,59
11/26/2010,Western Carolina,66,Mercer,71
11/26/2010,William & Mary,56,Gardner-Webb,55
11/26/2010,Wisconsin,65,Boston College,55
11/27/2010,Alabama,76,Alabama A&M,50
11/27/2010,Alaska-Anchorage,62,Ball State,44
11/27/2010,Albany (NY),75,Niagara,65
11/27/2010,Arizona State,58,St. John's (NY),67
11/27/2010,Auburn,55,Jacksonville,69
11/27/2010,Austin Peay,70,Oakland,78
11/27/2010,Bethune-Cookman,45,Northern Colorado,69
11/27/2010,Boise State,65,Denver,52
11/27/2010,Boston University,66,Cornell,61
11/27/2010,BYU,74,Saint Mary's,73
11/27/2010,Butler,68,Evansville,71
11/27/2010,Cal State Fullerton,85,Cal State Bakersfield,75
11/27/2010,UC-Davis,80,Seattle,58
11/27/2010,Campbell,93,Longwood,77
11/27/2010,Central Connecticut,54,Monmouth,50
11/27/2010,UCF,84,Alabama State,48
11/27/2010,Charleston Southern,89,Southern,54
11/27/2010,Charlotte,73,Radford,52
11/27/2010,Chicago State,65,Liberty,67
11/27/2010,Cincinnati,68,Dayton,34
11/27/2010,Cleveland State,69,St. Bonaventure,51
11/27/2010,Coastal Carolina,72,Citadel,64
11/27/2010,Colorado State,81,Sam Houston State,92
11/27/2010,Dartmouth,80,Colgate,63
11/27/2010,Detroit,71,Bowling Green State,62
11/27/2010,Duquesne,101,UMBC,69
11/27/2010,East Carolina,81,UNC Greensboro,53
11/27/2010,ETSU,103,Milligan,55
11/27/2010,Eastern Washington,60,Idaho,70
11/27/2010,Florida Gulf Coast,75,Miami (FL),87
11/27/2010,Florida International,80,Chattanooga,59
11/27/2010,Fordham,61,Hartford,57
11/27/2010,Gardner-Webb,71,Western Carolina,65
11/27/2010,George Mason,66,Florida Atlantic,51
11/27/2010,Georgetown,87,UNC Asheville,72
11/27/2010,Georgia Southern,64,Mississippi Valley State,75
11/27/2010,Georgia State,61,Samford,70
11/27/2010,Georgia Tech,76,Syracuse,80
11/27/2010,Green Bay,71,North Dakota State,69
11/27/2010,Houston Baptist,61,Southern Utah,64
11/27/2010,Howard,74,Oregon State,84
11/27/2010,Illinois State,59,Louisiana-Monroe,55
11/27/2010,Indiana State,58,Buffalo,54
11/27/2010,Iowa State,81,Montana State,59
11/27/2010,Fort Wayne,105,Judson,65
11/27/2010,James Madison,74,Eastern Michigan,68
11/27/2010,Kansas,87,Arizona,79
11/27/2010,Lafayette,64,Delaware,67
11/27/2010,Lamar,118,St. Gregory's,69
11/27/2010,Long Beach State,77,Loyola Marymount,80
11/27/2010,Louisville,80,Marshall,66
11/27/2010,Marist,56,UC-Irvine,77
11/27/2010,UMass,83,Holy Cross,76
11/27/2010,Milwaukee,72,Marquette,75
11/27/2010,Mount St. Mary's,70,Florida A&M,61
11/27/2010,Navy,81,Maryland-Eastern Shore,89
11/27/2010,Nebraska,60,USC,58
11/27/2010,New Hampshire,70,Brown,66
11/27/2010,North Carolina Central,96,Allen,81
11/27/2010,NC State,77,Fairleigh Dickinson,67
11/27/2010,Northern Iowa,65,North Dakota,52
11/27/2010,Ohio,78,Santa Clara,72
11/27/2010,Oregon,71,Duke,98
11/27/2010,Pitt,82,Penn,58
11/27/2010,Portland,75,UCSB,63
11/27/2010,Rhode Island,71,Davidson,58
11/27/2010,Richmond,65,Purdue,54
11/27/2010,Sacramento State,71,Cal Poly,67
11/27/2010,Saint Louis,58,IUPUI,55
11/27/2010,St. Peter's,65,LIU-Brooklyn,62
11/27/2010,San Francisco,62,Loyola (IL),63
11/27/2010,South Dakota,56,Jacksonville State,64
11/27/2010,South Dakota State,84,Eastern Illinois,58
11/27/2010,South Florida,64,Texas Tech,61
11/27/2010,Southeast Missouri State,50,Arkansas State,56
11/27/2010,Southeastern Louisiana,99,Loyola (LA),69
11/27/2010,Southern Miss,94,Spring Hill,41
11/27/2010,Stephen F. Austin,86,Science and Arts of Oklahoma,47
11/27/2010,UT-Martin,71,Lipscomb,90
11/27/2010,Texas,62,Rice,59
11/27/2010,Texas A&M-Corpus Christi,62,Valparaiso,68
11/27/2010,Texas-Arlington,67,St. Edward's,52
11/27/2010,TCU,79,Houston,63
11/27/2010,UTEP,65,Michigan,56
11/27/2010,Texas State,77,North Texas,81
11/27/2010,Utah,70,Oral Roberts,78
11/27/2010,Utah State,56,Northeastern,54
11/27/2010,Utah Valley,87,Northern New Mexico,37
11/27/2010,Vanderbilt,86,Appalachian State,73
11/27/2010,Vermont,69,NJIT,50
11/27/2010,Weber State,82,Drake,81
11/27/2010,West Virginia,82,VMI,66
11/27/2010,Western Kentucky,85,South Carolina,87
11/27/2010,Western Michigan,63,Illinois,78
11/27/2010,William & Mary,57,Mercer,52
11/27/2010,Winthrop,65,Lander,46
11/27/2010,Wright State,50,Southern Illinois,56
11/27/2010,Xavier,94,Wofford,90
11/27/2010,Yale,87,Army,79
11/27/2010,Youngstown State,91,Saint Francis (PA),63
11/28/2010,American,62,Columbia,64
11/28/2010,Bowling Green State,55,Albany (NY),56
11/28/2010,Cal State Northridge,63,Tulsa,80
11/28/2010,California,46,Boston College,68
11/28/2010,Detroit,96,Niagara,77
11/28/2010,Drexel,79,Binghamton,39
11/28/2010,Florida State,51,Florida,55
11/28/2010,Harvard,82,Colorado,66
11/28/2010,High Point,64,Hampton,70
11/28/2010,UIC,63,Toledo,62
11/28/2010,Illinois State,60,Jacksonville State,47
11/28/2010,Lehigh,88,Bryant,68
11/28/2010,Louisiana-Monroe,66,South Dakota,79
11/28/2010,Manhattan,58,Georgia,61
11/28/2010,Mercer,65,Gardner-Webb,78
11/28/2010,Michigan State,73,Tennessee Tech,55
11/28/2010,Missouri,91,Arkansas-Pine Bluff,63
11/28/2010,Murray State,49,Oklahoma State,66
11/28/2010,UNLV,71,Virginia Tech,59
11/28/2010,New Mexico,75,San Diego,46
11/28/2010,UNC,74,College of Charleston,69
11/28/2010,Northwestern,65,Creighton,52
11/28/2010,Notre Dame,58,Wisconsin,51
11/28/2010,Penn State,70,Furman,49
11/28/2010,Pepperdine,74,Northern Arizona,88
11/28/2010,Princeton,86,Siena,77
11/28/2010,San Jose State,80,UC-Riverside,77
11/28/2010,South Alabama,65,LSU,80
11/28/2010,SIU-Edwardsville,64,Morehead State,83
11/28/2010,SMU,76,Central Arkansas,72
11/28/2010,Stanford,81,DePaul,74
11/28/2010,Temple,51,Texas A&M,54
11/28/2010,William & Mary,39,Western Carolina,64
11/29/2010,Baylor,90,Prairie View,45
11/29/2010,Bucknell,73,Wagner,77
11/29/2010,Campbell,77,Johnson C. Smith,64
11/29/2010,Cleveland State,58,Robert Morris,53
11/29/2010,Davidson,69,Monmouth,53
11/29/2010,Florida A&M,93,Webber,70
11/29/2010,George Washington,69,UNC Wilmington,73
11/29/2010,Idaho State,69,Montana Tech,57
11/29/2010,IUPUI,103,Indiana-East,80
11/29/2010,Kansas State,85,Emporia State,61
11/29/2010,La Salle,65,Delaware State,61
11/29/2010,Longwood,78,Fairleigh Dickinson,83
11/29/2010,Marshall,88,Florida International,79
11/29/2010,Minnesota,79,Virginia,87
11/29/2010,Morgan State,67,Loyola (MD),73
11/29/2010,Mount St. Mary's,68,Navy,81
11/29/2010,Nicholls State,89,Southern-New Orleans,52
11/29/2010,UNC Greensboro,70,North Carolina A&T,82
11/29/2010,North Dakota State,88,Valley City State,55
11/29/2010,Northern Illinois,51,Boise State,80
11/29/2010,Providence,92,Central Connecticut,57
11/29/2010,Quinnipiac,75,Maine,67
11/29/2010,Rider,48,Hofstra,58
11/29/2010,Seattle,72,Montana State,70
11/29/2010,Seton Hall,69,St. Peter's,49
11/29/2010,USC Upstate,93,UNC Asheville,91
11/29/2010,Tennessee State,72,Belmont,87
11/29/2010,TCU,81,USC,69
