"","AwayTeamName","HomeTeamName","Line","ProfitLine","Date"
"1","-",NA,NA,24,2011-01-25
"2","-",NA,NA,62,2011-02-16
"3","-. -",NA,NA,NA,2010-12-07
"4","-. -",NA,NA,NA,2011-02-04
"5","-. +",NA,NA,NA,2011-01-25
"6",". -",NA,NA,4,2010-12-07
"7",". -",NA,NA,67,2011-01-18
"8",". -",NA,NA,0,2011-01-20
"9",". -",NA,NA,25,2011-01-25
"10",". -",NA,NA,23,2011-02-04
"11",". +",NA,NA,3,2011-01-18
"12",". Bundesliga Hockey",NA,NA,3,2010-12-07
"13",". Division Women Handball",NA,NA,12,2011-02-16
"14",":AM",NA,NA,NA,2010-12-07
"15",":AM",NA,NA,NA,2011-01-18
"16",":AM",NA,NA,NA,2011-02-24
"17",":AM",NA,-344,NA,2011-02-25
"18",":AM",NA,-240,NA,2012-03-02
"19",":AM",NA,-500,NA,2015-02-15
"20",":AM",NA,-240,NA,2015-02-21
"21",":PM",NA,NA,NA,2011-01-18
"22",":PM",NA,NA,NA,2011-01-20
"23",":PM",NA,NA,NA,2011-01-25
"24",":PM",NA,NA,NA,2011-02-04
"25",":PM",NA,NA,NA,2011-02-16
"26",":PM",NA,NA,NA,2011-02-18
"27",":PM",NA,NA,NA,2011-02-23
"28",":PM",NA,NA,NA,2011-02-25
"29",":PM",NA,320,NA,2012-11-09
"30",":PM",NA,-400,NA,2013-01-30
"31",":PM",NA,-330,NA,2013-02-11
"32",":PM",NA,-380,NA,2013-03-07
"33",":PM",NA,-175,NA,2014-01-02
"34",":PM",NA,-295,NA,2014-01-29
"35",":PM",NA,-700,NA,2014-02-03
"36",":PM",NA,-780,NA,2014-02-12
"37",":PM",NA,-190,NA,2014-02-13
"38",":PM",NA,115,NA,2014-02-18
"39",":PM",NA,240,NA,2014-12-05
"40",":PM",NA,-2200,NA,2014-12-07
"41",":PM",NA,102,NA,2015-02-02
"42",":PM",NA,355,NA,2015-02-17
"43",":PM",NA,-155,NA,2015-02-24
"44","+",NA,4.5,-222,2010-12-07
"45","+",NA,NA,NA,2011-02-24
"46","+. -",NA,NA,NA,2010-12-07
"47","A Hockey",NA,NA,1,2011-01-20
"48","Abilene Christian","Air Force",-6,-120,2017-12-06
"49","Abilene Christian","Drake",-8.5,-110,2018-03-12
"50","Abilene Christian","Lipscomb",-12,-120,2017-12-17
"51","Abilene Christian","Sam Houston State",-8.5,-120,2016-01-25
"52","Abilene Christian","Sam Houston State",-9.5,-120,2017-02-25
"53","Abilene Christian","Sam Houston State",-6.5,-120,2018-02-03
"54","Abilene Christian","San Francisco",-14.5,-120,2016-12-19
"55","Abilene Christian","Stephen F. Austin",-12,-120,2018-02-28
"56","Abilene Christian","Texas A&M-CC",-17,-120,2016-02-23
"57","Abilene Christian","Texas Tech",-25.5,-120,2017-12-22
"58","Abilene Christian","Towson",-23,-105,2013-11-30
"59","Abilene Christian","West Alabama",-3,-110,2013-11-29
"60","Abilene Christian","Xavier",-33,-120,2013-11-25
"61","Adams State","Hawaii",-25.5,-120,2017-11-27
"62","Air Force","Army",7,-103,2012-11-10
"63","Air Force","Army",-3.5,-109,2013-11-08
"64","Air Force","Army",-5,-107,2014-11-14
"65","Air Force","Army",-1.5,-120,2016-12-07
"66","Air Force","Army",-6,-120,2017-12-17
"67","Air Force","Boise State",-11,-105,2012-01-14
"68","Air Force","Boise State",-7,-105,2013-02-20
"69","Air Force","Boise State",-9.5,-101,2015-02-11
"70","Air Force","Boise State",-11,-108,2015-03-12
"71","Air Force","Boise State",-10.5,-103,2017-02-11
"72","Air Force","Boise State",-14,-102,2018-02-17
"73","Air Force","BYU",-21,102,2011-01-08
"74","Air Force","Cal Riverside",6.5,-103,2012-12-22
"75","Air Force","Cal Riverside",4,-105,2017-12-08
"76","Air Force","Colorado",-10,-109,2012-11-25
"77","Air Force","Colorado",-15,-102,2014-11-25
"78","Air Force","Colorado",-15,-110,2015-11-25
"79","Air Force","Colorado",-12,-107,2017-11-26
"80","Air Force","Colorado State",-10,-101,2011-01-26
"81","Air Force","Colorado State",-8.5,-102,2012-02-04
"82","Air Force","Colorado State",-10.5,-103,2013-01-16
"83","Air Force","Colorado State",-9.5,-109,2014-01-18
"84","Air Force","Colorado State",-12.5,-101,2015-02-21
"85","Air Force","Colorado State",-10,-103,2016-03-05
"86","Air Force","Colorado State",-7.5,-110,2017-01-07
"87","Air Force","Colorado State",-7.5,-110,2017-03-09
"88","Air Force","Colorado State",-8.5,-110,2018-01-17
"89","Air Force","Denver U",-4.5,-110,2015-12-05
"90","Air Force","Denver U",-3.5,-108,2017-12-02
"91","Air Force","Drake",-5,-105,2011-12-03
"92","Air Force","Florida",-19,-103,2012-12-29
"93","Air Force","Fresno State",-2,-107,2013-03-02
"94","Air Force","Fresno State",-7.5,-108,2014-01-08
"95","Air Force","Fresno State",-6,-107,2014-03-12
"96","Air Force","Fresno State",-6.5,-109,2015-03-04
"97","Air Force","Fresno State",-11,-110,2016-02-24
"98","Air Force","Fresno State",-9.5,-103,2017-02-01
"99","Air Force","Fresno State",-16,-108,2017-12-30
"100","Air Force","Gonzaga",-18,-105,2011-12-22
"101","Air Force","Hawaii",1,-110,2013-03-20
"102","Air Force","Hawaii",-3,-101,2013-03-21
"103","Air Force","Indiana State",-5.5,-110,2017-11-29
"104","Air Force","Nevada",-4,-107,2013-02-09
"105","Air Force","Nevada",-10.5,-105,2014-02-01
"106","Air Force","Nevada",-1.5,-105,2015-01-03
"107","Air Force","Nevada",-11,-105,2016-02-10
"108","Air Force","Nevada",-11.5,-105,2017-01-18
"109","Air Force","New Mexico",-12.5,-111,2011-03-05
"110","Air Force","New Mexico",-16.5,-101,2012-02-29
"111","Air Force","New Mexico",-14.5,-105,2012-03-08
"112","Air Force","New Mexico",-11.5,-102,2013-02-06
"113","Air Force","New Mexico",-17,-105,2014-03-05
"114","Air Force","New Mexico",-11,-102,2015-01-14
"115","Air Force","New Mexico",-3,-109,2015-03-11
"116","Air Force","New Mexico",-15.5,-105,2016-01-27
"117","Air Force","New Mexico",-11,-105,2017-12-27
"118","Air Force","Northern Arizona",-8.5,-108,2010-12-22
"119","Air Force","Ohio State",-14.5,-110,2015-12-08
"120","Air Force","Richmond",-5,-103,2013-01-02
"121","Air Force","San Diego State",-18.5,-103,2011-01-19
"122","Air Force","San Diego State",-11.5,-101,2012-01-21
"123","Air Force","San Diego State",-14,-103,2013-03-06
"124","Air Force","San Diego State",-17,-102,2014-02-15
"125","Air Force","San Diego State",-14,-105,2014-12-31
"126","Air Force","San Diego State",-18,-105,2016-02-13
"127","Air Force","San Diego State",-13,-110,2017-03-01
"128","Air Force","San Diego State",-15.5,-108,2018-02-03
"129","Air Force","San Jose State",8.5,-107,2015-01-28
"130","Air Force","San Jose State",-3,-110,2016-01-30
"131","Air Force","San Jose State",-4.5,-102,2017-02-18
"132","Air Force","San Jose State",1,102,2018-01-13
"133","Air Force","Southern Illinois",-5.5,-105,2015-11-13
"134","Air Force","TCU",-3,-107,2011-01-29
"135","Air Force","TCU",-4.5,-105,2012-01-25
"136","Air Force","Texas Tech",-10,-105,2014-11-30
"137","Air Force","The Citadel",7,-105,2012-11-11
"138","Air Force","The Citadel",9.5,-109,2014-11-15
"139","Air Force","UC Davis",1,-105,2013-12-21
"140","Air Force","UC Davis",-4.5,-110,2015-12-19
"141","Air Force","UNLV",-15.5,-104,2011-02-15
"142","Air Force","UNLV",-12.5,-107,2011-03-10
"143","Air Force","UNLV",-16.5,-101,2012-02-25
"144","Air Force","UNLV",-13.5,-103,2013-01-12
"145","Air Force","UNLV",-10.5,-109,2013-03-13
"146","Air Force","UNLV",-14,-105,2014-01-04
"147","Air Force","UNLV",-10,-102,2015-01-31
"148","Air Force","UNLV",-16,-108,2016-01-16
"149","Air Force","UNLV",-10.5,-101,2016-03-09
"150","Air Force","UNLV",-4.5,-110,2017-01-21
"151","Air Force","UNLV",-13,-103,2018-02-14
"152","Air Force","UNLV",-9.5,-105,2018-03-07
"153","Air Force","Utah",-4,-105,2011-02-05
"154","Air Force","Utah State",-6.5,-103,2015-01-17
"155","Air Force","Utah State",-9,-110,2016-01-12
"156","Air Force","Utah State",-7,-103,2017-02-25
"157","Air Force","Utah State",-9,-107,2018-01-24
"158","Air Force","UTEP",-14,-111,2010-12-29
"159","Air Force","VMI",1.5,-105,2013-11-09
"160","Air Force","Weber State",-9,-103,2013-03-23
"161","Air Force","Wofford",-13,-103,2010-11-24
"162","Air Force","Wright State",-8,-107,2010-12-08
"163","Air Force","Wyoming",-2,-104,2011-02-23
"164","Air Force","Wyoming",-12.5,-102,2012-02-15
"165","Air Force","Wyoming",-7.5,-105,2013-01-26
"166","Air Force","Wyoming",-8,-102,2014-02-25
"167","Air Force","Wyoming",-5,-110,2016-01-06
"168","Air Force","Wyoming",-9,-102,2016-12-28
"169","Air Force","Wyoming",-5,-101,2017-03-08
"170","Air Force","Wyoming",-9.5,-105,2018-02-28
"171","Akron","Air Force",7,-109,2016-11-25
"172","Akron","Arkansas",-6.5,-110,2015-11-18
"173","Akron","Ball State",-2,-107,2012-01-24
"174","Akron","Ball State",6.5,-107,2014-01-08
"175","Akron","Ball State",1.5,-107,2016-01-30
"176","Akron","Ball State",-9,-105,2018-01-27
"177","Akron","Bowling Green",1.5,-103,2011-02-15
"178","Akron","Bowling Green",2,-105,2012-01-11
"179","Akron","Bowling Green",2.5,-102,2014-02-09
"180","Akron","Bowling Green",-4,-105,2015-01-31
"181","Akron","Bowling Green",4,-109,2016-02-09
"182","Akron","Bowling Green",6,-107,2017-02-21
"183","Akron","Bowling Green",-5.5,-110,2018-02-20
"184","Akron","Buffalo",-4.5,-104,2011-01-16
"185","Akron","Buffalo",-2.5,-105,2012-01-18
"186","Akron","Buffalo",6.5,-102,2013-03-02
"187","Akron","Buffalo",-4.5,-106,2014-02-19
"188","Akron","Buffalo",-4.5,-105,2015-03-13
"189","Akron","Buffalo",2,-108,2016-01-05
"190","Akron","Buffalo",-2,-110,2017-02-24
"191","Akron","Buffalo",-15,-106,2018-02-27
"192","Akron","Cal Santa Barbara",4,-105,2015-12-21
"193","Akron","Central Michigan",5.5,-101,2012-01-28
"194","Akron","Central Michigan",5.5,-109,2014-01-25
"195","Akron","Central Michigan",-1,-105,2016-01-12
"196","Akron","Central Michigan",3.5,-101,2017-01-10
"197","Akron","Cleveland State",-9,-105,2011-12-10
"198","Akron","Cleveland State",-3.5,-101,2013-12-07
"199","Akron","Cleveland State",9.5,-103,2015-11-14
"200","Akron","Creighton",-10.5,-102,2012-12-09
"201","Akron","Creighton",-12.5,-103,2016-12-03
"202","Akron","Davidson",-9.5,-105,2017-12-25
"203","Akron","Dayton",-11.5,-101,2010-11-16
"204","Akron","Dayton",-9,-102,2017-11-25
"205","Akron","Detroit",-5,-108,2010-12-01
"206","Akron","Detroit U",-1,-105,2012-12-15
"207","Akron","Eastern Michigan",4,-108,2011-02-02
"208","Akron","Eastern Michigan",10.5,-105,2013-02-13
"209","Akron","Eastern Michigan",-3.5,-103,2014-01-22
"210","Akron","Eastern Michigan",1,-105,2015-02-14
"211","Akron","Eastern Michigan",1.5,-109,2017-02-10
"212","Akron","Eastern Michigan",-6.5,-107,2018-01-16
"213","Akron","Eastern Michigan",-6,-105,2018-03-08
"214","Akron","Gonzaga",-17,-103,2016-12-10
"215","Akron","Houston U",-7.5,-102,2017-03-15
"216","Akron","Illinois (Chi.)",2,-106,2010-12-04
"217","Akron","IPFW",-3,-105,2014-03-19
"218","Akron","Kent State",-3,-106,2011-03-04
"219","Akron","Kent State",-1.5,-107,2011-03-12
"220","Akron","Kent State",-4,-105,2012-03-02
"221","Akron","Kent State",4,-105,2013-01-19
"222","Akron","Kent State",2,-105,2014-02-01
"223","Akron","Kent State",-3.5,-105,2015-03-06
"224","Akron","Kent State",2,-108,2015-03-12
"225","Akron","Kent State",2.5,-105,2016-02-19
"226","Akron","Kent State",1.5,-107,2017-03-03
"227","Akron","Kent State",-6,-108,2018-02-17
"228","Akron","Marshall",-9,-105,2012-01-01
"229","Akron","Marshall",7.5,-103,2015-12-04
"230","Akron","Marshall",-5.5,-109,2017-12-02
"231","Akron","MD Eastern Shore",17,-110,2016-12-22
"232","Akron","Miami",-6.5,-105,2010-12-23
"233","Akron","Miami (Ohio)",-1.5,-111,2011-01-19
"234","Akron","Miami (Ohio)",3.5,-105,2011-03-10
"235","Akron","Miami Florida",-9.5,-105,2014-11-21
"236","Akron","Miami Ohio",3,-105,2012-01-07
"237","Akron","Miami Ohio",9.5,-101,2013-02-09
"238","Akron","Miami Ohio",1.5,-102,2014-02-26
"239","Akron","Miami Ohio",3.5,-108,2015-03-03
"240","Akron","Miami Ohio",6,-110,2016-02-23
"241","Akron","Miami Ohio",8,-107,2017-01-14
"242","Akron","Miami Ohio",-2.5,-105,2018-01-30
"243","Akron","Middle Tennessee State",-6,-109,2011-12-04
"244","Akron","Middle Tennessee State",-5.5,-107,2013-11-16
"245","Akron","Minnesota",-14.5,-109,2010-12-15
"246","Akron","Mississippi State",-9,-105,2011-11-09
"247","Akron","North Dakota State",1.5,-105,2014-12-16
"248","Akron","Northern Illinois",3,-101,2011-01-26
"249","Akron","Northern Illinois",12,-109,2013-01-12
"250","Akron","Northern Illinois",4,-105,2015-01-21
"251","Akron","Northern Illinois",2,-110,2016-02-13
"252","Akron","Northern Illinois",3.5,-110,2017-01-31
"253","Akron","Northwestern",-6,-105,2012-03-13
"254","Akron","Ohio",-1.5,-108,2011-03-01
"255","Akron","Ohio",-5,-101,2012-02-26
"256","Akron","Ohio",-3.5,-109,2013-02-27
"257","Akron","Ohio",-5.5,-103,2014-01-12
"258","Akron","Ohio",3.5,-102,2015-02-04
"259","Akron","Ohio",-2.5,-110,2016-02-02
"260","Akron","Ohio",2,-110,2017-02-04
"261","Akron","Ohio",-5.5,-108,2018-02-06
"262","Akron","Ohio State",-4.5,-108,2016-03-15
"263","Akron","Oklahoma State",-5,-103,2012-11-15
"264","Akron","Oral Roberts",-4.5,-109,2012-02-18
"265","Akron","Penn State",4,-102,2012-11-18
"266","Akron","Penn State",-6.5,-108,2014-11-25
"267","Akron","Saint Mary's CA",-9,-107,2013-11-12
"268","Akron","South Carolina",5,-108,2013-12-25
"269","Akron","South Carolina",-1,-107,2013-12-28
"270","Akron","South Carolina",-6,-107,2014-11-23
"271","Akron","Temple",-12.5,-104,2010-12-12
"272","Akron","Toledo",10,-106,2011-02-05
"273","Akron","Toledo",7.5,-102,2013-01-23
"274","Akron","Toledo",-5.5,-102,2015-01-09
"275","Akron","Toledo",-3.5,-110,2016-01-15
"276","Akron","Toledo",-8.5,-102,2018-01-05
"277","Akron","UC Irvine",5,-103,2016-12-21
"278","Akron","USC",-14.5,-105,2017-12-22
"279","Akron","UT Arlington",-5,-101,2017-03-20
"280","Akron","VA Commonwealth",-7.5,-105,2013-03-21
"281","Akron","Valparaiso",-1,-105,2011-11-18
"282","Akron","Villanova",-16.5,-105,2015-11-22
"283","Akron","West Virginia",-10,-107,2011-11-28
"284","Akron","Western Michigan",2,-107,2011-03-11
"285","Akron","Western Michigan",3.5,-107,2012-02-08
"286","Akron","Western Michigan",2.5,-105,2014-03-14
"287","Akron","Western Michigan",-4.5,-101,2015-01-24
"288","Akron","Western Michigan",2,-107,2015-03-11
"289","Akron","Western Michigan",5,-110,2017-01-24
"290","Akron","Western Michigan",-7,-109,2018-01-02
"291","Akron","Western Michigan",-9.5,-110,2018-03-05
"292","Akron","Wisc Green Bay",5,-110,2015-11-24
"293","Akron","Youngstown State",8.5,-106,2016-11-12
"294","Al-Bank Ligaen Hockey",NA,NA,0,2011-01-18
"295","Alabama","Arizona",-9,-105,2017-12-09
"296","Alabama","Arizona State",4,-105,2014-11-25
"297","Alabama","Arkansas",-1,-109,2011-01-15
"298","Alabama","Arkansas",-2,-105,2012-02-23
"299","Alabama","Arkansas",-8.5,-102,2014-02-05
"300","Alabama","Arkansas",-7,-108,2015-01-22
"301","Alabama","Arkansas",-3.5,-103,2017-02-01
"302","Alabama","Auburn",10,-102,2011-01-22
"303","Alabama","Auburn",5,-103,2012-02-07
"304","Alabama","Auburn",3,-102,2013-02-06
"305","Alabama","Auburn",-1,102,2014-01-30
"306","Alabama","Auburn",2,-103,2016-01-19
"307","Alabama","Auburn",-1,-110,2017-01-21
"308","Alabama","Auburn",-6.5,-108,2018-02-21
"309","Alabama","Auburn",-6.5,-118,2018-03-09
"310","Alabama","Cincinnati",-7.5,-109,2012-12-01
"311","Alabama","Clemson",-6.5,-117,2015-12-13
"312","Alabama","Colorado",NA,NA,2011-03-29
"313","Alabama","Creighton",-1,100,2012-03-16
"314","Alabama","Creighton",-8.5,-110,2016-03-15
"315","Alabama","Dayton",5,-102,2011-12-07
"316","Alabama","Dayton",-10,-105,2015-11-17
"317","Alabama","Duke",-9,-105,2013-11-27
"318","Alabama","Florida",-6,100,2011-03-01
"319","Alabama","Florida",-4,-103,2012-03-09
"320","Alabama","Florida",-16,-102,2013-03-02
"321","Alabama","Florida",-11.5,-105,2013-03-16
"322","Alabama","Florida",-14.5,-105,2014-02-08
"323","Alabama","Florida",-4.5,-102,2015-03-12
"324","Alabama","Florida",-8.5,-105,2016-02-13
"325","Alabama","Florida",-7.5,-110,2018-02-03
"326","Alabama","Georgia",6.5,-108,2012-01-07
"327","Alabama","Georgia",1.5,-107,2013-02-12
"328","Alabama","Georgia",2.5,-105,2014-01-11
"329","Alabama","Georgia",-5.5,-110,2016-03-05
"330","Alabama","Georgia",-5,-102,2017-01-25
"331","Alabama","Georgia",-1,-105,2018-01-06
"332","Alabama","Georgia Tech",5,-107,2012-01-03
"333","Alabama","Iowa State",-6,-105,2014-11-24
"334","Alabama","Kansas State",2,-107,2011-12-17
"335","Alabama","Kentucky",-10,-109,2012-01-21
"336","Alabama","Kentucky",-12.5,-105,2014-03-04
"337","Alabama","Kentucky",-19,-105,2015-01-31
"338","Alabama","Kentucky",-14,-110,2016-02-23
"339","Alabama","Kentucky",-13.5,-103,2016-03-11
"340","Alabama","Kentucky",-9.5,-117,2017-03-11
"341","Alabama","Kentucky",-4.5,-103,2018-02-17
"342","Alabama","Kentucky",-4.5,-108,2018-03-10
"343","Alabama","LSU",9,-103,2011-02-17
"344","Alabama","LSU",-3,-105,2012-02-11
"345","Alabama","LSU",-1.5,-108,2013-02-23
"346","Alabama","LSU",-3.5,-103,2014-03-13
"347","Alabama","LSU",-5,-105,2015-02-07
"348","Alabama","LSU",-8.5,-105,2016-02-17
"349","Alabama","LSU",3,-102,2017-01-14
"350","Alabama","LSU",-4,-109,2018-01-13
"351","Alabama","Memphis U",3.5,-103,2017-11-10
"352","Alabama","Miami Florida",-4.5,-105,2015-03-21
"353","Alabama","Minnesota U",-4.5,-105,2017-11-25
"354","Alabama","Mississippi",-1.5,-106,2011-02-26
"355","Alabama","Mississippi",2.5,-109,2012-03-03
"356","Alabama","Mississippi",-5.5,-105,2013-03-05
"357","Alabama","Mississippi",-6,-105,2014-02-26
"358","Alabama","Mississippi",-5.5,-103,2016-01-07
"359","Alabama","Mississippi",-2.5,-110,2016-03-10
"360","Alabama","Mississippi",-3,-102,2018-01-23
"361","Alabama","Mississippi St.",4.5,-108,2011-01-08
"362","Alabama","Mississippi State",1.5,-104,2012-01-14
"363","Alabama","Mississippi State",4,-109,2013-01-16
"364","Alabama","Mississippi State",1.5,-103,2015-02-10
"365","Alabama","Mississippi State",-5.5,-108,2016-02-02
"366","Alabama","Mississippi State",-1.5,-102,2017-01-03
"367","Alabama","Mississippi State",-3,-110,2018-02-06
"368","Alabama","Missouri",-10,-105,2013-01-08
"369","Alabama","Missouri",-5,-105,2014-01-18
"370","Alabama","Missouri",4.5,-101,2017-02-15
"371","Alabama","Notre Dame",-10.5,-106,2015-11-29
"372","Alabama","Oklahoma State",-5,-103,2010-12-18
"373","Alabama","Oregon",-12.5,-105,2016-12-11
"374","Alabama","Oregon State",2,-108,2012-11-15
"375","Alabama","Providence",-5.5,-107,2010-12-11
"376","Alabama","Purdue",-11.5,-108,2010-12-04
"377","Alabama","Seton Hall",-2.5,-101,2010-11-19
"378","Alabama","South Carolina",5,-106,2012-01-25
"379","Alabama","South Carolina",-1,-105,2014-02-15
"380","Alabama","South Carolina",-4,-108,2015-01-13
"381","Alabama","South Carolina",-9.5,-108,2016-01-30
"382","Alabama","South Carolina",-8,-105,2017-02-07
"383","Alabama","South Carolina",-4,-101,2017-03-10
"384","Alabama","South Florida",1,-105,2013-12-07
"385","Alabama","Southern Mississippi",14.5,-105,2015-12-04
"386","Alabama","Tennessee",-5,-106,2011-02-05
"387","Alabama","Tennessee",-3,-104,2013-01-26
"388","Alabama","Tennessee",-2.5,-110,2017-03-04
"389","Alabama","Tennessee U",-3,-105,2015-01-10
"390","Alabama","Texas",-3,-120,2016-12-02
"391","Alabama","Texas A&M",-2,-107,2014-02-20
"392","Alabama","Texas A&M",-6,-105,2015-03-07
"393","Alabama","Texas A&M",-3.5,-109,2017-02-25
"394","Alabama","Texas A&M",-5,-106,2018-03-03
"395","Alabama","Texas A&M",-3.5,-110,2018-03-08
"396","Alabama","Texas Tech",8.5,-108,2012-12-19
"397","Alabama","UCLA",-9.5,-109,2013-12-28
"398","Alabama","VA Commonwealth",-6.5,-103,2012-12-15
"399","Alabama","Valparaiso",3.5,-110,2016-11-22
"400","Alabama","Vanderbilt",-6.5,-105,2011-02-10
"401","Alabama","Vanderbilt",3,-102,2013-02-02
"402","Alabama","Vanderbilt",-5.5,-105,2015-02-28
"403","Alabama","Vanderbilt",-11,-109,2016-01-16
"404","Alabama","Vanderbilt",-3,-102,2018-01-02
"405","Alabama","Villanova",-11.5,-105,2018-03-17
"406","Alabama","Virginia Tech",-3,-110,2018-03-15
"407","Alabama","Wichita State",-13,-105,2014-12-16
"408","Alabama","Wichita State",-9,-110,2015-11-27
"409","Alabama","Xavier",-7.5,-105,2014-12-06
"410","Alabama","Xavier",-10.5,-108,2015-11-26
"411","Alabama-Huntsville","Alabama",-27.5,-120,2017-11-06
"412","Alabama-Huntsville","Bowling Green",-6.5,-110,2012-11-20
"413","Alabama-Huntsville","Kansas State",-25.5,-120,2012-11-13
"414","Alabama A&M","Alabama",-41.5,-120,2017-11-17
"415","Alabama A&M","Alabama State",-3,-111,2011-03-10
"416","Alabama A&M","Ark Pine Bluff",NA,NA,2011-01-10
"417","Alabama A&M","Arkansas Pine Bluff",1.5,-108,2014-03-13
"418","Alabama A&M","Bowling Green",-20.5,-105,2016-12-22
"419","Alabama A&M","DePaul",-24.5,-105,2017-12-11
"420","Alabama A&M","Georgetown",-26.5,-108,2017-12-23
"421","Alabama A&M","Georgia State",-29.5,-120,2016-12-14
"422","Alabama A&M","Marquette",-24,-105,2014-12-19
"423","Alabama A&M","Michigan",-26.5,-105,2011-12-17
"424","Alabama A&M","Michigan",-33.5,-105,2017-12-21
"425","Alabama A&M","Minnesota U",-39.5,-102,2017-11-21
"426","Alabama A&M","Missouri",-18,-106,2016-11-13
"427","Alabama A&M","Niagara",-19,-103,2017-11-24
"428","Alabama A&M","Prairie View A&M",11,-104,2011-01-31
"429","Alabama A&M","Southern",-12,-105,2013-03-15
"430","Alabama A&M","Southern",-5.5,-108,2015-03-12
"431","Alabama A&M","Southern",-7.5,-105,2016-01-25
"432","Alabama A&M","Texas Southern",-6.5,-109,2012-03-07
"433","Alabama A&M","Texas Southern",-10.5,-101,2016-03-09
"434","Alabama A&M","Troy",-14.5,-120,2016-12-10
"435","Alabama A&M","Western Carolina",-9.5,-105,2017-11-25
"436","Alabama A&M","Western Michigan",-20.5,-120,2016-12-29
"437","Alabama State","Arkansas",-24.5,-105,2014-11-16
"438","Alabama State","Ball State",-16.5,-120,2016-12-22
"439","Alabama State","Chicago State",3.5,-105,2015-11-28
"440","Alabama State","Cincinnati",-39.5,-105,2017-11-27
"441","Alabama State","Jackson State",-3.5,-107,2013-03-14
"442","Alabama State","Liberty",-18,-110,2017-12-22
"443","Alabama State","Louisiana Tech",-20,-110,2017-12-21
"444","Alabama State","Mississippi State",-26,-120,2017-11-10
"445","Alabama State","North Dakota",-1.5,-105,2014-11-26
"446","Alabama State","Northern Arizona",-3,-111,2016-11-25
"447","Alabama State","Oregon",-35.5,-101,2017-11-17
"448","Alabama State","Prairie View A&M",13.5,-105,2011-01-29
"449","Alabama State","Prairie View A&M",-6.5,-110,2017-01-30
"450","Alabama State","Sam Houston State",-9.5,-105,2014-03-18
"451","Alabama State","Southern",-3.5,-108,2015-02-23
"452","Alabama State","Southern",-2,-110,2016-03-10
"453","Alabama State","Tenn Chattanooga",-10,-105,2015-11-27
"454","Alabama State","Tennessee Chattanooga",-17.5,-120,2017-11-20
"455","Alabama State","Texas Pan American",3,-105,2014-11-28
"456","Alabama State","Texas Southern",-10.5,102,2011-01-31
"457","Alabama State","Texas Southern",-1,-105,2011-03-11
"458","Alabama State","Texas Southern",-14,-102,2013-01-28
"459","Alabama State","Texas Southern",-8.5,-105,2014-03-14
"460","Alabama State","Texas Southern",-10,-108,2016-02-29
"461","Alabama State","Texas Southern",-15.5,-101,2017-03-07
"462","Alabama State","Texas Southern",-10.5,-120,2018-02-26
"463","Alabama State","Texas Southern",-12.5,-103,2018-03-06
"464","Alabama State","Troy",-11.5,-120,2016-12-04
"465","Alabama State","Tulane",-7.5,-102,2013-12-21
"466","Alabama State","Utah U",-24,-105,2014-11-29
"467","Alaska Anchorage","Loyola Marymount",5,-105,2012-11-24
"468","Alaska Anchorage","Western Washington",-9.5,-120,2014-02-01
"469","Albany","Binghamton",1,-105,2011-02-20
"470","Albany","Binghamton",6.5,-120,2017-02-09
"471","Albany","Binghamton",5.5,-120,2018-01-15
"472","Albany","Boston U",1.5,-120,2017-11-13
"473","Albany","Bowling Green",1.5,-107,2010-11-28
"474","Albany","Colgate",4.5,-120,2016-12-10
"475","Albany","Duquesne",1.5,-120,2013-11-20
"476","Albany","Hartford",-3,-107,2011-01-09
"477","Albany","Hartford",4.5,-120,2018-02-11
"478","Albany","Maine",-7,-102,2011-02-27
"479","Albany","Maine",14.5,-120,2017-02-19
"480","Albany","Monmouth",0,-120,2017-11-27
"481","Albany","New Hampshire",-3,-120,2017-02-06
"482","Albany","New Hampshire",4.5,-120,2018-01-06
"483","Albany","Siena",11.5,-120,2017-12-09
"484","Albany","SMU",-17.5,-120,2016-12-20
"485","Albany","Stony Brook",-1.5,-120,2017-01-08
"486","Albany","Stony Brook",3.5,-120,2018-01-27
"487","Albany","UMass Lowell",8.5,-120,2017-01-05
"488","Albany","UMBC",-4.5,-120,2017-01-16
"489","Albany","UMBC",4.5,-120,2018-02-18
"490","Albany","Vermont",-10.5,-120,2017-02-22
"491","Albany","Vermont",-8.5,-120,2018-01-24
"492","Albany NY","Canisius",NA,NA,2016-12-12
"493","Albany NY","Cincinnati",-16,102,2016-11-14
"494","Albany NY","Detroit U",-15,-103,2010-11-26
"495","Albany NY","Duke",-20,-102,2013-03-22
"496","Albany NY","Fairfield",-9.5,-102,2013-02-23
"497","Albany NY","Florida",-21.5,-109,2014-03-20
"498","Albany NY","George Mason",-11.5,-107,2011-11-22
"499","Albany NY","Kentucky",-20,-102,2015-11-13
"500","Albany NY","Louisville",-14.5,-103,2017-12-20
"501","Albany NY","Loyola Maryland",-5,-107,2012-11-18
"502","Albany NY","Massachusetts Lowell",11.5,-120,2016-02-24
"503","Albany NY","Memphis U",-1,-105,2017-12-12
"504","Albany NY","Ohio",-3,-110,2016-03-16
"505","Albany NY","Oklahoma",-13,-107,2015-03-20
"506","Albany NY","Providence",-17,-120,2014-11-15
"507","Albany NY","Stony Brook",-4.5,-105,2012-03-04
"508","Albany NY","Stony Brook",-6,-108,2014-03-15
